,Date,Description,Location
357,2/2/2022 16:13,House/business check,ROBERTO CLEMENTE RD / S SEMORAN BLVD
358,2/2/2022 16:10,Missing person - juvenile,12000 BLOCK PIONEERS WAY
359,2/2/2022 16:09,Lost/found property,9400 BLOCK JEFF FUQUA BLVD
360,2/2/2022 16:09,Drug violation,N ORANGE BLOSSOM TRL / GOLFVIEW ST
361,2/2/2022 16:07,Threats/assault,7500 BLOCK TOSCANA BLVD
362,2/2/2022 16:06,Accident (minor),1 BLOCK
363,2/2/2022 16:05,Battery,7300 BLOCK FULCRUM AVE
364,2/2/2022 16:03,General disturbance,3000 BLOCK E COLONIAL DR
365,2/2/2022 16:03,Trespasser,9400 BLOCK JEFF FUQUA BLVD
366,2/2/2022 16:02,Suspicious person,JOHN BRUCE AVE / SOLOMON DR
367,2/2/2022 15:55,Disabled occupied vehicle,10500 BLOCK JEFF FUQUA BLVD
368,2/2/2022 15:50,Trespasser,200 BLOCK N EOLA DR
369,2/2/2022 15:49,Hit and run (injuries),5600 BLOCK VINELAND RD
370,2/2/2022 15:48,Threats/assault,2800 BLOCK LAKE SUNSET DR
371,2/2/2022 15:45,Designated Patrol Area - available,5800 BLOCK LA COSTA DR
372,2/2/2022 15:39,Accident (minor),3900 BLOCK E COLONIAL DR
373,2/2/2022 15:31,Accident (minor),1 BLOCK
374,2/2/2022 15:24,Recovered missing person,RIO LN / L B MCLEOD RD
375,2/2/2022 15:24,General investigation,9300 BLOCK JEFF FUQUA BLVD
376,2/2/2022 15:18,Mentally-ill person (violent),1400 BLOCK RIDGEWOOD ST
377,2/2/2022 15:14,Theft,3500 BLOCK GARDENS RIDGE WAY
378,2/2/2022 15:04,General disturbance,1000 BLOCK W WASHINGTON ST
379,2/2/2022 15:00,Stolen vehicle,8600 BLOCK HANGAR BLVD
380,2/2/2022 14:59,Drug violation,8600 BLOCK HANGAR BLVD
381,2/2/2022 14:38,Attempted suicide,Restricted Address
382,2/2/2022 14:07,Designated Patrol Area - available,HEINTZELMAN BLVD / CANAL RD
383,2/2/2022 14:01,Domestic disturbance,Restricted Address
384,2/2/2022 13:59,Fraud-counterfeit,7000 BLOCK LAKE NONA BLVD
385,2/2/2022 13:33,Battery,4200 BLOCK S SEMORAN BLVD
386,2/2/2022 12:05,Theft,1600 BLOCK ACME ST
387,2/2/2022 10:48,Designated Patrol Area - available,9200 BLOCK JEFF FUQUA BLVD
388,2/2/2022 20:24,Suspicious vehicle,5900 BLOCK MILFORD HAVEN PL
389,2/2/2022 20:17,Residential alarm,900 BLOCK LAKE ADAIR BLVD
390,2/2/2022 20:13,Non-emergency assistance,600 BLOCK E CENTRAL BLVD
391,2/2/2022 20:06,Accident (minor),INTERNATIONAL DR / ALTAMIRA DR
392,2/2/2022 20:00,Battery,1 BLOCK N TERRY AVE
393,2/2/2022 19:58,Battery,6500 BLOCK PERSHING AVE
394,2/2/2022 19:57,General disturbance,6200 BLOCK PERSHING AVE
395,2/2/2022 19:52,Illegally parked cars,1400 BLOCK NEW YORK AVE
396,2/2/2022 19:49,Accident (minor),CURRY FORD RD / S SEMORAN BLVD
397,2/2/2022 19:44,Accident (minor),4300 BLOCK SILVER STAR RD
398,2/2/2022 19:40,Accident with road blockage,S SEMORAN BLVD / HAZELTINE NATIONAL DR
399,2/2/2022 19:31,Domestic disturbance,Restricted Address
400,2/2/2022 19:31,Stolen vehicle,100 BLOCK E HARDING ST
401,2/2/2022 19:28,Suspicious person,2000 BLOCK MERCY DR
402,2/2/2022 19:19,Residential alarm,1500 BLOCK E LIVINGSTON ST
403,2/2/2022 19:09,Vandalism/criminal mischief,100 BLOCK W CHURCH ST
404,2/2/2022 19:05,House/business check,LAKE UNDERHILL RD / S OXALIS AVE
405,2/2/2022 18:57,Theft by shoplifting,3100 BLOCK W PRINCETON ST
406,2/2/2022 18:51,Residential B&E,100 BLOCK MCQUIGG AVE
407,2/2/2022 18:21,Vandalism/criminal mischief,4700 BLOCK WALDEN CIR
408,2/2/2022 18:05,General disturbance - armed,800 BLOCK W JACKSON ST
409,2/2/2022 18:04,Check the well being of,S SEMORAN BLVD / T G LEE BLVD
410,2/2/2022 17:39,Battery - fight in progress,1000 BLOCK POLK ST
411,2/2/2022 17:35,General disturbance - armed,1400 BLOCK MERCY DR
412,2/3/2022 16:44,Threats/assault,3300 BLOCK GARDENIA AVE
413,2/3/2022 16:44,Hit and run (minor),CONWAY RD / CURRY FORD RD
414,2/3/2022 16:44,Community Orientated Policing detail,700 BLOCK S IVEY LN
415,2/3/2022 16:36,Suspicious person,E MURIEL ST / S ORANGE AVE
416,2/3/2022 16:33,Accident (minor),1 BLOCK
417,2/3/2022 16:32,Check the well being of,5600 BLOCK ESTABROOK WOODS DR
418,2/3/2022 16:30,Domestic disturbance,Restricted Address
419,2/3/2022 16:30,House/business check,LAKE UNDERHILL RD / S OXALIS AVE
420,2/3/2022 16:28,Direct traffic,JAMES BAY DR / YELLOW FIN TRL
421,2/3/2022 16:27,Accident with road blockage,W COLONIAL DR / I-4 E
422,2/3/2022 16:22,House/business check,CURRY FORD RD / S SEMORAN BLVD
423,2/3/2022 16:17,Fraud-counterfeit,1200 BLOCK W SOUTH ST
424,2/3/2022 16:17,Non-emergency assistance,2700 BLOCK W COLONIAL DR
425,2/3/2022 16:16,Lost/found property,9400 BLOCK JEFF FUQUA BLVD N
426,2/3/2022 16:14,Accident (minor),WILSHIRE DR / METROWEST BLVD
427,2/3/2022 16:12,Trespasser,1200 BLOCK W COLONIAL DR
428,2/3/2022 16:12,Designated Patrol Area - available,9300 BLOCK JEFF FUQUA BLVD
429,2/3/2022 16:09,Battery,4300 BLOCK CLARCONA OCOEE RD
430,2/3/2022 16:06,Hit and run (minor),700 BLOCK PEACHTREE RD
431,2/3/2022 16:04,Trespasser,2500 BLOCK S KIRKMAN RD
432,2/3/2022 16:04,General investigation,4500 BLOCK 36TH ST
433,2/3/2022 16:02,Hit and run (minor),6400 BLOCK S CHICKASAW TRL
434,2/3/2022 16:02,Theft by shoplifting,5900 BLOCK S GOLDENROD RD
435,2/3/2022 16:02,Community Orientated Policing detail,9300 BLOCK JEFF FUQUA BLVD
436,2/3/2022 16:02,Designated Patrol Area - available,9600 BLOCK JEFF FUQUA BLVD
437,2/3/2022 16:00,Hit and run (minor),300 BLOCK E PRINCETON ST
438,2/3/2022 15:54,Suspicious person,1400 BLOCK S SEMORAN BLVD
439,2/3/2022 15:53,Check the well being of,10100 BLOCK SHADOW CREEK DR
440,2/3/2022 15:52,Hit and run (minor),400 BLOCK N ORANGE AVE
441,2/3/2022 15:40,Residential alarm,3400 BLOCK GULFSTREAM RD
442,2/3/2022 15:38,Fugitive from justice,1 BLOCK COBURN AVE
443,2/3/2022 15:33,Vehicle B&E,3500 BLOCK RIO VISTA AVE
444,2/3/2022 15:32,Hold-up alarm,2700 BLOCK W COLONIAL DR
445,2/3/2022 15:31,Vehicle B&E,4100 BLOCK KIRKLAND BLVD
446,2/3/2022 15:12,Threats/assault,800 BLOCK S ORANGE BLOSSOM TRL
447,2/3/2022 15:10,Residential B&E,100 BLOCK PAGE ST
448,2/3/2022 15:00,Theft by shoplifting,5200 BLOCK INTERNATIONAL DR
449,2/3/2022 14:59,Drug violation,100 BLOCK E COLONIAL DR
450,2/3/2022 14:37,Battery,5200 BLOCK S SEMORAN BLVD
451,2/3/2022 14:32,Theft by shoplifting,4700 BLOCK S KIRKMAN RD
452,2/3/2022 14:03,Domestic disturbance,Restricted Address
453,2/3/2022 12:08,Fraud-counterfeit,2400 BLOCK EDGEWATER DR
454,2/3/2022 11:26,House/business check,5000 BLOCK ROSAMOND DR
455,2/3/2022 9:06,Designated Patrol Area - available,9100 BLOCK JEFF FUQUA BLVD
456,2/3/2022 8:16,Designated Patrol Area - available,9200 BLOCK JEFF FUQUA BLVD
457,2/3/2022 21:30,Suspicious person,W CENTRAL BLVD / N NORTON AVE
458,2/3/2022 21:27,Attempted suicide,Restricted Address
459,2/3/2022 21:26,Suspicious vehicle,HISTORY AVE / BIOGRAPHY WAY
460,2/3/2022 21:17,Residential alarm,2900 BLOCK WATER SPRITE ST
461,2/3/2022 21:17,Trespasser,4500 BLOCK S SEMORAN BLVD
462,2/3/2022 21:07,Residential alarm,600 BLOCK WILLIE MAYS PKWY
463,2/3/2022 21:04,Designated Patrol Area - available,9400 BLOCK JEFF FUQUA BLVD N
464,2/3/2022 21:04,House/business check,LEEVISTA BLVD / S GOLDENROD RD
465,2/3/2022 20:55,House/business check,SILVER STAR RD / DARDANELLE DR
466,2/3/2022 20:47,Accident (injuries),ROBERT TRENT JONES DR / MANHATTAN VILLAGE AVE
467,2/3/2022 20:38,General disturbance,600 BLOCK N ORANGE AVE
468,2/3/2022 20:33,Recovered missing person,5000 BLOCK NORTH LN
469,2/3/2022 20:24,Domestic disturbance,Restricted Address
470,2/3/2022 20:08,Battery,E COLONIAL DR / N PRIMROSE DR
471,2/3/2022 20:00,Suspicious vehicle,500 BLOCK S KIRKMAN RD
472,2/3/2022 18:57,Trespasser,800 BLOCK W CHURCH ST
473,2/3/2022 18:52,Vandalism/criminal mischief,1400 BLOCK GASTON FOSTER RD
474,2/3/2022 18:36,Drug violation,W COLONIAL DR / N JOHN YOUNG PKWY
475,2/3/2022 18:17,Missing person - juvenile,4800 BLOCK N PINE HILLS RD
476,2/3/2022 17:36,Trespasser,700 BLOCK W CHURCH ST
477,2/4/2022 5:38,Residential alarm,2000 BLOCK BRINK ALY
478,2/4/2022 5:34,General disturbance,300 BLOCK S BUMBY AVE
479,2/4/2022 5:12,Residential alarm,5400 BLOCK BAYBERRY HOMES RD
480,2/4/2022 4:51,Suspicious person,6600 BLOCK EAGLE WATCH DR
481,2/4/2022 4:24,Vehicle B&E,5200 BLOCK AEOLUS WAY
482,2/4/2022 4:24,Suspicious vehicle,1 BLOCK N WESTMORELAND DR
483,2/4/2022 4:21,Suspicious incident,4400 BLOCK WELDON PL
484,2/4/2022 4:02,Suspicious person,6300 BLOCK S SEMORAN BLVD
485,2/4/2022 3:48,Non-emergency assistance,4700 BLOCK WALDEN CIR
486,2/4/2022 3:32,Fugitive from justice,S KIRKMAN RD / CONROY RD
487,2/4/2022 3:22,Commercial robbery,500 BLOCK CONWAY RD
488,2/4/2022 3:22,Fugitive from justice,S KIRKMAN RD / CONROY RD
489,2/4/2022 3:16,Fugitive from justice,S KIRKMAN RD / CONROY RD
490,2/4/2022 3:11,Fugitive from justice,S KIRKMAN RD / CONROY RD
491,2/4/2022 3:04,Fugitive from justice,S KIRKMAN RD / CONROY RD
492,2/4/2022 2:45,Fugitive from justice,S KIRKMAN RD / CONROY RD
493,2/4/2022 2:27,Drug violation,S KIRKMAN RD / CONROY RD
494,2/4/2022 2:00,Suspicious person,LAKE DOT CIR / W COLONIAL DR
495,2/4/2022 1:55,Stolen vehicle,STERLING CREST DR / S KIRKMAN RD
496,2/4/2022 0:00,Accident (injuries),W SAND LAKE RD / UNIVERSAL BLVD
497,2/4/2022 16:44,Suspicious person,S KIRKMAN RD / STERLING CREST DR
498,2/4/2022 16:41,Hit and run (minor),LEE RD / N ORANGE BLOSSOM TRL
499,2/4/2022 16:38,Suspicious person,W PINE ST / S ORANGE BLOSSOM TRL
500,2/4/2022 16:36,Ambulance escort,9700 BLOCK JEFF FUQUA BLVD
501,2/4/2022 16:36,Suspicious incident,12900 BLOCK SUNSTONE AVE
502,2/4/2022 16:35,Accident (minor),NOT AVAILABLE
503,2/4/2022 16:34,Suspicious incident,3800 BLOCK ATRIUM DR
504,2/4/2022 16:32,Hit and run (minor),11900 BLOCK NARCOOSSEE RD
505,2/4/2022 16:30,Suspicious person,600 BLOCK W AMELIA ST
506,2/4/2022 16:29,Suspicious vehicle,5400 BLOCK SAN MARINO PL
507,2/4/2022 16:26,Accident (injuries),NOT AVAILABLE
508,2/4/2022 16:23,Trespasser,1 BLOCK N ORANGE AVE
509,2/4/2022 16:21,Accident (minor),NOT AVAILABLE
510,2/4/2022 16:17,Trespasser,2400 BLOCK S KIRKMAN RD
511,2/4/2022 16:16,Theft by shoplifting,100 BLOCK W GRANT ST
512,2/4/2022 16:12,Non-emergency assistance,4700 BLOCK N PINE HILLS RD
513,2/4/2022 16:09,Fugitive from justice,1000 BLOCK FEDERAL ST
514,2/4/2022 16:09,General investigation,9400 BLOCK JEFF FUQUA BLVD
515,2/4/2022 15:59,Check the well being of,4000 BLOCK SHELLMAN ST
516,2/4/2022 15:51,Theft by shoplifting,2700 BLOCK E COLONIAL DR
517,2/4/2022 15:49,Lost/found property,1 BLOCK COLUMBIA ST
518,2/4/2022 15:46,Battery,9600 BLOCK JEFF FUQUA BLVD
519,2/4/2022 15:34,Weapons/armed,N PARRAMORE AVE / W WASHINGTON ST
520,2/4/2022 15:31,Commercial B&E,8400 BLOCK MCCOY RD
521,2/4/2022 15:16,Battery,4200 BLOCK S SEMORAN BLVD
522,2/4/2022 15:13,Suspicious person,3000 BLOCK DIRECTORS ROW
523,2/4/2022 14:59,Vehicle B&E,8600 BLOCK HANGAR BLVD
524,2/4/2022 14:42,Theft by shoplifting,100 BLOCK W GRANT ST
525,2/4/2022 14:23,Suspicious person,4500 BLOCK S SEMORAN BLVD
526,2/4/2022 13:40,Hit and run (minor),I-4 W / W KALEY ST
527,2/4/2022 13:18,Domestic disturbance,Restricted Address
528,2/4/2022 13:08,Battery,6800 BLOCK TURKEY LAKE RD
529,2/4/2022 11:14,Threats/assaults - armed,400 BLOCK S PARRAMORE AVE
530,2/5/2022 8:19,General investigation,9400 BLOCK JEFF FUQUA BLVD
531,2/5/2022 8:12,Commercial alarm,2600 BLOCK KUNZE AVE
532,2/5/2022 7:59,Threats/assaults - armed,N TERRY AVE / W CENTRAL BLVD
533,2/5/2022 7:50,Trespasser,1 BLOCK W CHURCH ST
534,2/5/2022 7:29,Suspicious person,900 BLOCK ARLINGTON ST
535,2/5/2022 7:20,Unknown trouble,1 BLOCK W AMELIA ST
536,2/5/2022 7:16,Suspicious incident,300 BLOCK S ORANGE BLOSSOM TRL
537,2/5/2022 7:04,Accident (injuries),S KIRKMAN RD / ARNOLD PALMER DR
538,2/5/2022 7:03,Missing person - adult,300 BLOCK S ORANGE BLOSSOM TRL
539,2/5/2022 6:27,Suspicious vehicle,E PRINCETON ST / ALDEN RD
540,2/5/2022 4:46,Commercial B&E,200 BLOCK N TAMPA AVE
541,2/5/2022 16:06,General disturbance,1000 BLOCK E COLONIAL DR
542,2/5/2022 16:05,Non-emergency assistance,5000 BLOCK COMMANDER DR
543,2/5/2022 16:03,General disturbance,5300 BLOCK CINDERLANE PKWY
544,2/5/2022 16:01,Theft by shoplifting,4900 BLOCK INTERNATIONAL DR
545,2/5/2022 15:58,Suspicious incident,9400 BLOCK JEFF FUQUA BLVD
546,2/5/2022 15:49,Accident (injuries),N ORANGE BLOSSOM TRL / W WASHINGTON ST
547,2/5/2022 15:48,Vandalism/criminal mischief,1700 BLOCK SAGE CREEK CT
548,2/5/2022 15:46,Suspicious incident,4600 BLOCK CARMEL ST
549,2/5/2022 15:36,Noise ordinance violation,5000 BLOCK ROSAMOND DR
550,2/5/2022 15:35,Accident (minor),S SEMORAN BLVD / CAMELLIA DR
551,2/5/2022 15:35,Suspicious incident,900 BLOCK W JACKSON ST
552,2/5/2022 15:23,Accident (minor),S KIRKMAN RD / INTERNATIONAL DR
553,2/5/2022 15:17,Trespasser,1400 BLOCK KUHL AVE
554,2/5/2022 15:10,Unknown trouble,9300 BLOCK JEFF FUQUA BLVD
555,2/5/2022 14:48,Vehicle B&E,2400 BLOCK W CHURCH ST
556,2/5/2022 14:48,Theft by shoplifting,4900 BLOCK INTERNATIONAL DR
557,2/5/2022 14:39,Drug violation,600 BLOCK OSSIE ST
558,2/5/2022 14:20,Residential B&E,3500 BLOCK FEKANY PL
559,2/5/2022 14:08,Threats/assaults - armed,S SEMORAN BLVD / E MICHIGAN ST
560,2/5/2022 14:01,Suspicious person,5400 BLOCK S KIRKMAN RD
561,2/5/2022 13:46,General investigation,9400 BLOCK JEFF FUQUA BLVD
562,2/5/2022 13:43,Vehicle B&E,10900 BLOCK MOSS PARK RD
563,2/5/2022 13:14,Hit and run (injuries),S SEMORAN BLVD / LA COSTA DR
564,2/5/2022 12:43,Threats/assault,2100 BLOCK RAPER DAIRY RD
565,2/5/2022 11:34,Battery,5600 BLOCK GATLIN AVE
566,2/5/2022 21:01,Attempted suicide,Restricted Address
567,2/5/2022 21:01,Illegally parked cars,W WASHINGTON ST / N ORANGE AVE
568,2/5/2022 20:57,Missing person - juvenile,6100 BLOCK RALEIGH ST
569,2/5/2022 20:51,Signal out,INTERNATIONAL DR / UNIVERSAL BLVD
570,2/5/2022 20:50,Theft,1700 BLOCK MERCY DR
571,2/5/2022 20:47,House/business check,MAGUIRE BLVD / E COLONIAL DR
572,2/5/2022 20:47,Accident (minor),5700 BLOCK RIDGE CLUB LOOP
573,2/5/2022 20:46,General disturbance,5700 BLOCK RIDGE CLUB LOOP
574,2/5/2022 20:45,Attempted suicide,Restricted Address
575,2/5/2022 20:32,Accident (minor),4600 BLOCK MILLENIA PLAZA WAY
576,2/5/2022 20:30,General investigation,2400 BLOCK SHADER RD
577,2/5/2022 20:24,House/business check,3200 BLOCK E COLONIAL DR
578,2/5/2022 20:19,Threats/assault,2500 BLOCK W COLONIAL DR
579,2/5/2022 20:05,General disturbance,2400 BLOCK FLOWER CORAL DR
580,2/5/2022 19:58,Fugitive from justice,W WASHINGTON ST / N HUGHEY AVE
581,2/5/2022 19:57,Disabled occupied vehicle,2000 BLOCK S SEMORAN BLVD
582,2/5/2022 19:43,Theft,W AMELIA ST / PUTNAM AVE
583,2/5/2022 19:39,Battery,4200 BLOCK CEPEDA ST
584,2/5/2022 19:27,Suspicious person,5500 BLOCK METROWEST BLVD
585,2/5/2022 19:23,Theft by shoplifting,2500 BLOCK E COLONIAL DR
586,2/5/2022 19:22,Noise ordinance violation,700 BLOCK CONWAY RD
587,2/5/2022 19:16,Theft by shoplifting,3100 BLOCK W PRINCETON ST
588,2/5/2022 18:59,Battery - shooting,1 BLOCK N TERRY AVE
589,2/5/2022 18:30,Recovered stolen vehicle,SILVER STAR RD / DARDANELLE DR
590,2/5/2022 18:24,General disturbance,2000 BLOCK MERCY DR
591,2/5/2022 17:44,Fugitive from justice,1 BLOCK S ORANGE BLOSSOM TRL
592,2/5/2022 17:24,Trespasser,100 BLOCK W LIVINGSTON ST
593,2/5/2022 17:12,Mentally-ill person (violent),5200 BLOCK N ORANGE BLOSSOM TRL
594,2/5/2022 16:46,House/business check,1 BLOCK S ORANGE BLOSSOM TRL
595,2/5/2022 22:21,Battery,9300 BLOCK JEFF FUQUA BLVD
596,2/5/2022 22:17,Non-emergency assistance,1 BLOCK N TERRY AVE
597,2/5/2022 22:09,Lost/found property,9400 BLOCK JEFF FUQUA BLVD
598,2/5/2022 22:07,Domestic disturbance,Restricted Address
599,2/5/2022 22:07,Unknown trouble,4200 BLOCK N ORANGE BLOSSOM TRL
600,2/5/2022 22:07,Disabled occupied vehicle,UNIVERSAL BLVD / I-4 E
601,2/5/2022 22:05,Suspicious person,1200 BLOCK W COLONIAL DR
602,2/5/2022 22:04,Noise ordinance violation,10900 BLOCK MOSS PARK RD
603,2/5/2022 21:54,Fugitive from justice,S OXALIS AVE / COLUMBIAN DR
604,2/5/2022 21:44,Domestic disturbance,Restricted Address
605,2/5/2022 21:44,Battery,9100 BLOCK JEFF FUQUA BLVD
606,2/5/2022 21:27,Theft by shoplifting,2500 BLOCK E COLONIAL DR
607,2/5/2022 21:22,Stolen vehicle,4800 BLOCK SILVER STAR RD
608,2/5/2022 21:16,Suspicious person,W COLONIAL DR / N ORANGE BLOSSOM TRL
609,2/5/2022 19:27,Vehicle B&E,5500 BLOCK METROWEST BLVD
610,2/6/2022 20:59,Suspicious person,2500 BLOCK S KIRKMAN RD
611,2/6/2022 20:57,Noise ordinance violation,1800 BLOCK WOODWARD ST
612,2/6/2022 20:53,House/business check,3100 BLOCK W PRINCETON ST
613,2/6/2022 20:51,Community Orientated Policing detail,S ORANGE BLOSSOM TRL / W SOUTH ST
614,2/6/2022 20:37,Commercial alarm,300 BLOCK S ORANGE BLOSSOM TRL
615,2/6/2022 20:26,Theft,2800 BLOCK PLAZA TERRACE DR
616,2/6/2022 20:24,Suspicious person,600 BLOCK FERGUSON DR
617,2/6/2022 20:21,Obstruction on highway,CURRY FORD RD / S SEMORAN BLVD
618,2/6/2022 20:17,Threats/assault,4700 BLOCK MILLENIA PLAZA WAY
619,2/6/2022 20:15,Suspicious incident,2900 BLOCK S RIO GRANDE AVE
620,2/6/2022 20:11,Threats/assault,300 BLOCK E PAR ST
621,2/6/2022 20:08,Designated Patrol Area - available,9400 BLOCK JEFF FUQUA BLVD
622,2/6/2022 19:45,General disturbance,3100 BLOCK KILGORE ST
623,2/6/2022 19:40,Person robbery,3200 BLOCK S ORANGE AVE
624,2/6/2022 19:30,Vehicle B&E,5100 BLOCK INTERNATIONAL DR
625,2/6/2022 19:07,Vehicle B&E,5100 BLOCK INTERNATIONAL DR
626,2/6/2022 19:06,Drug violation,W SOUTH ST / S TERRY AVE
627,2/6/2022 18:59,Battery,6700 BLOCK LAKE NONA BLVD
628,2/6/2022 18:51,Suspicious vehicle,900 BLOCK W COLONIAL DR
629,2/6/2022 17:55,Rape,Restricted Address
630,2/6/2022 11:51,Battery - shooting,5500 BLOCK CINDERLANE PKWY
631,2/7/2022 21:05,House/business check,3300 BLOCK W COLONIAL DR
632,2/7/2022 21:05,Suspicious vehicle,3300 BLOCK W COLONIAL DR
633,2/7/2022 21:03,Domestic disturbance,Restricted Address
634,2/7/2022 20:59,Trespasser,3600 BLOCK E COLONIAL DR
635,2/7/2022 20:52,Suspicious vehicle,8500 BLOCK VEDDER LN
636,2/7/2022 20:43,General disturbance,4900 BLOCK NORTH LN
637,2/7/2022 20:38,Recovered stolen vehicle,SOLOMON DR / PRINCE HALL BLVD
638,2/7/2022 20:30,Designated Patrol Area - available,HEINTZELMAN/SOUTH ACCESS
639,2/7/2022 20:27,Theft by shoplifting,4200 BLOCK MILLENIA BLVD
640,2/7/2022 20:20,Lost/found property,9400 BLOCK JEFF FUQUA BLVD
641,2/7/2022 20:17,Vandalism/criminal mischief,4500 BLOCK LAKE MARTIN LN
642,2/7/2022 20:15,Missing person - adult,9400 BLOCK JEFF FUQUA BLVD
643,2/7/2022 19:55,Missing person - adult,9600 BLOCK JEFF FUQUA BLVD
644,2/7/2022 19:32,Unknown trouble,500 BLOCK SUNSET DR
645,2/7/2022 19:18,Trespasser,1200 BLOCK S SEMORAN BLVD
646,2/7/2022 18:58,Battery - cutting,600 BLOCK E COLONIAL DR
647,2/7/2022 18:58,Theft by shoplifting,5900 BLOCK S GOLDENROD RD
648,2/7/2022 18:58,Battery,2700 BLOCK S ORANGE AVE
649,2/7/2022 18:45,Non-emergency assistance,800 BLOCK XAVIOR AVE
650,2/7/2022 18:38,General disturbance,3300 BLOCK WOLCOTT PL
651,2/7/2022 18:08,Domestic disturbance,Restricted Address
652,2/8/2022 21:35,General disturbance,4600 BLOCK ZORITA ST
653,2/8/2022 21:34,Domestic disturbance,Restricted Address
654,2/8/2022 21:32,Check the well being of,7200 BLOCK WESTPOINTE BLVD
655,2/8/2022 21:32,Accident with road blockage,LAKE BALDWIN LN / E COLONIAL DR
656,2/8/2022 21:27,House/business check,S SEMORAN BLVD / HOFFNER AVE
657,2/8/2022 21:18,General disturbance,3200 BLOCK S ORANGE AVE
658,2/8/2022 21:16,Accident (minor),1 BLOCK
659,2/8/2022 21:16,Fugitive from justice,3100 BLOCK W PRINCETON ST
660,2/8/2022 21:07,House/business check,DOWDEN RD / NARCOOSSEE RD
661,2/8/2022 21:05,Battery,4400 BLOCK MARTINS WAY
662,2/8/2022 21:03,Theft by shoplifting,3100 BLOCK W PRINCETON ST
663,2/8/2022 20:55,Suspicious person,6200 BLOCK RALEIGH ST
664,2/8/2022 20:48,Suspicious person,NOT AVAILABLE
665,2/8/2022 20:36,House/business check,S GOLDENROD RD / HAZELTINE NATIONAL DR
666,2/8/2022 20:34,House/business check,BOGGY CREEK RD / TRADEPORT DR
667,2/8/2022 19:53,Trespasser,600 BLOCK N WESTMORELAND DR
668,2/8/2022 19:45,Accident (injuries),3900 BLOCK W COLONIAL DR
669,2/8/2022 19:40,Hit and run (minor),9400 BLOCK JEFF FUQUA BLVD N
670,2/8/2022 19:26,Accident (injuries),9400 BLOCK JEFF FUQUA BLVD N
671,2/8/2022 19:09,Threats/assault,5400 BLOCK GATEWAY VILLAGE CIR
672,2/8/2022 19:07,Suspicious person,9400 BLOCK JEFF FUQUA BLVD
673,2/8/2022 18:50,Vehicle B&E,9000 BLOCK NORTHLAKE PKWY
674,2/8/2022 18:31,Accident (injuries),9400 BLOCK JEFF FUQUA BLVD
675,2/8/2022 18:27,Hit and run (injuries),N ORANGE BLOSSOM TRL / W AMELIA ST
676,2/8/2022 18:18,Accident with road blockage,E MICHIGAN ST / DICKSON AVE
677,2/8/2022 17:58,Threats/assault,9900 BLOCK CHARDONNAY DR
678,2/8/2022 16:56,Fugitive from justice,3000 BLOCK W COLONIAL DR
679,2/9/2022 21:03,Mentally-ill person (non-violent),500 BLOCK S COTTAGE HILL RD
680,2/9/2022 21:02,Mentally-ill person (violent),100 BLOCK PASADENA PL
681,2/9/2022 21:02,Accident (minor),TURKEY LAKE RD / VINELAND RD
682,2/9/2022 21:00,Designated Patrol Area - available,W CENTRAL BLVD / N GARLAND AVE
683,2/9/2022 20:57,911 hang up,2000 BLOCK SHROUD ST
684,2/9/2022 20:56,Trespasser,200 BLOCK E MICHIGAN ST
685,2/9/2022 20:53,Suspicious incident,600 BLOCK LAKE DOT CIR
686,2/9/2022 20:52,House/business check,MERCY DR / W D JUDGE DR
687,2/9/2022 20:50,Commercial alarm,100 BLOCK E MILLER ST
688,2/9/2022 20:50,Community Orientated Policing detail,OBT/ANDERSON
689,2/9/2022 20:44,Noise ordinance violation,1600 BLOCK SUNSIDE SQ
690,2/9/2022 20:44,General disturbance,400 BLOCK S PARRAMORE AVE
691,2/9/2022 20:39,House/business check,W D JUDGE DR / MERCY DR
692,2/9/2022 20:27,Threats/assault,3800 BLOCK BRYN MAWR ST
693,2/9/2022 20:27,Disabled occupied vehicle,INTERNATIONAL DR / W OAK RIDGE RD
694,2/9/2022 20:19,Non-emergency assistance,5000 BLOCK MILLENIA BLVD
695,2/9/2022 20:19,Accident with road blockage,S KIRKMAN RD / L B MCLEOD RD
696,2/9/2022 20:14,Stolen vehicle,600 BLOCK W CHURCH ST
